,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
283,"{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627884}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627884}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1627884}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1627884}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1627884}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1627884}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1627884}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1627884}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1627884}",,,,,,,,,,,,,,,,
284,"{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 201599}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 201599}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 201599}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 201599}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 201599}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 201599}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 201599}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 201599}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 201599}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 201599}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 201599}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 201599}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 201599}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 201599}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 201599}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2011-12', 'PLAYER_ID': 201599}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2010-11', 'PLAYER_ID': 201599}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2009-10', 'PLAYER_ID': 201599}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2008-09', 'PLAYER_ID': 201599}",,,,,,
285,"{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 202709}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 202709}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 202709}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 202709}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 202709}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 202709}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 202709}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 202709}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 202709}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 202709}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 202709}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 202709}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 202709}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2011-12', 'PLAYER_ID': 202709}",,,,,,,,,,,
286,"{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631107}",,,,,,,,,,,,,,,,,,,,,,,,
287,"{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630548}",,,,,,,,,,,,,,,,,,,,,,,,
288,"{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629662}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629662}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629662}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629662}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629662}",,,,,,,,,,,,,,,,,,,,
289,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1626163}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1626163}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1626163}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1626163}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1626163}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1626163}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626163}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1626163}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1626163}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 1626163}",,,,,,,,,,,,,,,
290,"{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631211}",,,,,,,,,,,,,,,,,,,,,,,,
291,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628379}","{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628379}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628379}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628379}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628379}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628379}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1628379}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1628379}",,,,,,,,,,,,,,,,,
292,"{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631117}",,,,,,,,,,,,,,,,,,,,,,,,
293,"{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630296}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630296}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630296}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630296}",,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,,,,,,,,,,,
295,"{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630557}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630557}",,,,,,,,,,,,,,,,,,,,,,,
296,"{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628467}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628467}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628467}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628467}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1628467}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1628467}",,,,,,,,,,,,,,,,,,,
297,"{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630233}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630233}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630233}",,,,,,,,,,,,,,,,,,,,,,
298,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628995}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628995}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628995}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628995}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628995}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628995}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628995}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628995}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1628995}",,,,,,,,,,,,,,,,
299,"{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631132}",,,,,,,,,,,,,,,,,,,,,,,,
300,"{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629723}","{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629723}","{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629723}","{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629723}",,,,,,,,,,,,,,,,,,,,,
301,"{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627788}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627788}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1627788}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1627788}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1627788}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1627788}",,,,,,,,,,,,,,,,,,,
302,"{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628436}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628436}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628436}","{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628436}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628436}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628436}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628436}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628436}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628436}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1628436}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1628436}",,,,,,,,,,,,,,
303,"{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630249}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630249}",,,,,,,,,,,,,,,,,,,,,,,
304,"{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630228}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630228}",,,,,,,,,,,,,,,,,,,,,,,
305,"{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628398}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628398}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628398}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628398}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1628398}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1628398}",,,,,,,,,,,,,,,,,,,
306,"{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631222}",,,,,,,,,,,,,,,,,,,,,,,,
307,"{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203897}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203897}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203897}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203897}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203897}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203897}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203897}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 203897}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203897}",,,,,,,,,,,,,,,,
308,"{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630237}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630237}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630237}",,,,,,,,,,,,,,,,,,,,,,
309,"{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629111}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629111}",,,,,,,,,,,,,,,,,,,,,,,
310,"{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629641}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629641}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629641}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629641}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629641}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629641}",,,,,,,,,,,,,,,,,,,
311,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630639}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630639}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630639}",,,,,,,,,,,,,,,,,,,,,,
312,"{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627774}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1627774}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1627774}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1627774}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1627774}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1627774}",,,,,,,,,,,,,,,,,,,
313,"{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627747}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627747}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627747}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627747}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1627747}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1627747}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1627747}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1627747}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1627747}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1627747}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1627747}",,,,,,,,,,,,,,
314,"{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627814}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627814}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1627814}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1627814}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1627814}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1627814}",,,,,,,,,,,,,,,,,,,
315,"{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203458}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203458}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203458}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203458}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203458}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203458}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203458}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203458}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203458}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203458}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203458}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 203458}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203458}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 203458}",,,,,,,,,,,
316,"{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 202695}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 202695}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 202695}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 202695}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 202695}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 202695}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 202695}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 202695}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 202695}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 202695}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2011-12', 'PLAYER_ID': 202695}",,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,
318,"{'TEAM_ABBREVIATION': 'NOP', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630184}","{'TEAM_ABBREVIATION': 'NOP', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630184}","{'TEAM_ABBREVIATION': 'NOP', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630184}",,,,,,,,,,,,,,,,,,,,,,
319,"{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203081}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203081}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203081}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203081}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203081}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203081}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203081}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 203081}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203081}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 203081}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 203081}",,,,,,,,,,,,,,
320,"{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629642}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629642}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629642}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629642}",,,,,,,,,,,,,,,,,,,,,
321,"{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630587}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630587}",,,,,,,,,,,,,,,,,,,,,,,
322,"{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631254}",,,,,,,,,,,,,,,,,,,,,,,,
323,"{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1626172}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1626172}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1626172}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1626172}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626172}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1626172}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1626172}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 1626172}",,,,,,,,,,,,,,,,,
