,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
324,"{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 201572}","{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 201572}","{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 201572}","{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 201572}","{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 201572}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 201572}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 201572}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 201572}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 201572}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 201572}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 201572}","{'TEAM_ABBREVIATION': 'NJN', 'GROUP_VALUE': '2011-12', 'PLAYER_ID': 201572}","{'TEAM_ABBREVIATION': 'NJN', 'GROUP_VALUE': '2010-11', 'PLAYER_ID': 201572}","{'TEAM_ABBREVIATION': 'NJN', 'GROUP_VALUE': '2009-10', 'PLAYER_ID': 201572}","{'TEAM_ABBREVIATION': 'NJN', 'GROUP_VALUE': '2008-09', 'PLAYER_ID': 201572}",,,,,,,,,,
325,"{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 201577}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 201577}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 201577}","{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 201577}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 201577}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 201577}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 201577}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 201577}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 201577}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 201577}","{'TEAM_ABBREVIATION': 'NOH', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 201577}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2011-12', 'PLAYER_ID': 201577}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2010-11', 'PLAYER_ID': 201577}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2009-10', 'PLAYER_ID': 201577}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2008-09', 'PLAYER_ID': 201577}",,,,,,,,,,
326,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 201567}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 201567}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 201567}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 201567}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 201567}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 201567}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 201567}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 201567}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 201567}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 201567}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 201567}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 201567}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 201567}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2011-12', 'PLAYER_ID': 201567}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2010-11', 'PLAYER_ID': 201567}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2009-10', 'PLAYER_ID': 201567}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2008-09', 'PLAYER_ID': 201567}",,,,,,,,
327,"{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 200768}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 200768}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 200768}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 200768}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 200768}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 200768}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 200768}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 200768}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 200768}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 200768}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 200768}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2011-12', 'PLAYER_ID': 200768}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2010-11', 'PLAYER_ID': 200768}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2009-10', 'PLAYER_ID': 200768}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2008-09', 'PLAYER_ID': 200768}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2008-09', 'PLAYER_ID': 200768}","{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2008-09', 'PLAYER_ID': 200768}","{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2007-08', 'PLAYER_ID': 200768}","{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2006-07', 'PLAYER_ID': 200768}",,,,,,
328,"{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627789}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1627789}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1627789}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1627789}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1627789}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1627789}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1627789}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1627789}",,,,,,,,,,,,,,,,,
329,"{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1626168}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1626168}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1626168}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1626168}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1626168}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1626168}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626168}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1626168}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1626168}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 1626168}",,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,,,,,,,,,,,,
331,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630572}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630572}","{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630572}","{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630572}",,,,,,,,,,,,,,,,,,,,,
332,"{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629611}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629611}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629611}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629611}",,,,,,,,,,,,,,,,,,,,,
333,"{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630544}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630544}",,,,,,,,,,,,,,,,,,,,,,,
334,"{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1626246}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1626246}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1626246}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1626246}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626246}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626246}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626246}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1626246}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1626246}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1626246}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1626246}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 1626246}",,,,,,,,,,,,,
335,"{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628374}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628374}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628374}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628374}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1628374}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1628374}",,,,,,,,,,,,,,,,,,,
336,"{'TEAM_ABBREVIATION': 'NOP', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630230}","{'TEAM_ABBREVIATION': 'NOP', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630230}","{'TEAM_ABBREVIATION': 'NOP', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630230}",,,,,,,,,,,,,,,,,,,,,,
337,"{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628997}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628997}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628997}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628997}",,,,,,,,,,,,,,,,,,,,,
338,"{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628998}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628998}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628998}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628998}",,,,,,,,,,,,,,,,,,,,,
339,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629103}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629103}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629103}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629103}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629103}",,,,,,,,,,,,,,,,,,,,
340,"{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631213}",,,,,,,,,,,,,,,,,,,,,,,,
341,"{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630231}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630231}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630231}",,,,,,,,,,,,,,,,,,,,,,
342,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629726}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629726}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629726}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629726}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629726}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629726}",,,,,,,,,,,,,,,,,,,
343,"{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631097}",,,,,,,,,,,,,,,,,,,,,,,,
344,"{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 202083}","{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 202083}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 202083}","{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 202083}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 202083}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 202083}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 202083}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 202083}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 202083}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 202083}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 202083}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 202083}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 202083}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 202083}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2011-12', 'PLAYER_ID': 202083}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2010-11', 'PLAYER_ID': 202083}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2009-10', 'PLAYER_ID': 202083}",,,,,,,,
345,"{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630178}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630178}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630178}",,,,,,,,,,,,,,,,,,,,,,
346,"{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630219}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630219}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630219}",,,,,,,,,,,,,,,,,,,,,,
347,"{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630540}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630540}",,,,,,,,,,,,,,,,,,,,,,,
348,"{'TEAM_ABBREVIATION': 'NOP', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203468}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203468}","{'TEAM_ABBREVIATION': 'NOP', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203468}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203468}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203468}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203468}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203468}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203468}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203468}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 203468}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203468}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 203468}",,,,,,,,,,,,,
349,"{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 204456}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 204456}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 204456}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 204456}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 204456}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 204456}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 204456}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 204456}",,,,,,,,,,,,,,,,,
350,"{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630183}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630183}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630183}",,,,,,,,,,,,,,,,,,,,,,
351,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629667}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629667}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629667}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629667}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629667}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629667}",,,,,,,,,,,,,,,,,,,
352,"{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203926}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203926}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203926}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203926}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203926}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203926}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203926}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203926}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203926}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203926}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203926}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 203926}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203926}",,,,,,,,,,,,
353,"{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630253}",,,,,,,,,,,,,,,,,,,,,,,,
354,"{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 201580}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 201580}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 201580}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 201580}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 201580}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 201580}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 201580}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 201580}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 201580}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 201580}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 201580}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 201580}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 201580}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 201580}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 201580}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2011-12', 'PLAYER_ID': 201580}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2011-12', 'PLAYER_ID': 201580}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2011-12', 'PLAYER_ID': 201580}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2010-11', 'PLAYER_ID': 201580}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2009-10', 'PLAYER_ID': 201580}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2008-09', 'PLAYER_ID': 201580}",,,,
355,"{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631121}",,,,,,,,,,,,,,,,,,,,,,,,
